0.05,0.052631578947368425,0.00029942510006955803
0.10,0.11111111111111112,0.0020871217725316744
0.15,0.17667844522968196,0.007241819993478036
0.20,0.25,0.01892954390148751
0.25,0.3333333333333333,0.03245396924746667
0.30,0.4291845493562232,0.06053874695373115
0.35,0.5376344086021506,0.09346284657472949
0.40,0.6666666666666667,0.15266080131641263
0.45,0.8196721311475408,0.23409474796708318
0.50,1.0,0.34236058960112564
0.55,1.219512195121951,0.5057182067811441
0.60,1.5151515151515156,0.707220408052754
0.65,1.8518518518518519,0.9525565158947141
0.70,2.3255813953488382,1.3415816480454335
0.75,3.03030303030303,1.9267715129698202
0.80,4.000000000000001,2.866321697216939
0.85,5.555555555555559,4.40228951976714
0.90,9.090909090909081,9.170033880961878
0.95,19.999999999999975,15.39213183282636
