0.05,0.052631578947368425,0.05433277101225953
0.10,0.11111111111111112,0.1100521391831418
0.15,0.17667844522968196,0.1766590439276078
0.20,0.25,0.2640021204647292
0.25,0.3333333333333333,0.3292604431716657
0.30,0.4291845493562232,0.4357954785483919
0.35,0.5376344086021506,0.5257307539948495
0.40,0.6666666666666667,0.6728724360298889
0.45,0.8196721311475408,0.8271298896360952
0.50,1.0,1.0204592206181826
0.55,1.219512195121951,1.2688291159783138
0.60,1.5151515151515156,1.5542530991625696
0.65,1.8518518518518519,1.8646224111264529
0.70,2.325581395348838,2.3329697488318337
0.75,3.03030303030303,2.996810759799672
0.80,4.0,4.017589582193041
0.85,5.555555555555558,5.678158680060931
0.90,9.090909090909083,10.650872431961618
0.95,19.999999999999982,16.662114646555363
